test,slot,kernel,chains,astride,bstride,tokens,rounds,launches,mean_us,tflops,bitdiff,start_ms,end_ms
A_address,5,masked4,4,1023,1023,400,16,4417,81.950645234,40.944683113,0,272931578,272931937
A_address,6,masked4,4,1023,1023,400,16,4843,80.671071650,41.594131965,0,272932046,272932437
A_address,7,masked4,4,0,1023,400,16,4719,81.529561348,41.156154216,0,272932562,272932937
B_address,0,masked4,4,1023,0,400,16,8941,40.657085337,82.530343043,0,272933046,272933406
B_address,1,masked4,4,1023,1023,400,16,5102,80.440219522,41.713501280,0,272933531,272933937
B_address,2,masked4,4,1023,1023,400,16,5477,75.137301442,44.657488832,0,272934062,272934484
B_address,3,masked4,4,1023,0,400,16,17676,40.420626839,83.013141122,0,272934578,272935296
B_address,4,masked4,4,1023,0,400,16,9403,40.296075721,83.269726394,0,272935406,272935781
B_address,5,masked4,4,1023,1023,400,16,5022,81.094782955,41.376807209,0,272935906,272936312
B_address,6,masked4,4,1023,1023,400,16,4432,80.371841155,41.748990091,0,272936421,272936781
B_address,7,masked4,4,1023,0,400,16,10983,40.668396613,82.507388524,0,272936906,272937343
chains1_4,0,resident1,1,0,0,400,16,32415,10.458676539,320.828661983,0,272937437,272937781
chains1_4,1,resident4,4,0,0,400,16,28965,11.108026929,302.073736536,0,272937859,272938187
chains1_4,2,resident4,4,0,0,400,16,29305,11.109912984,302.022455513,0,272938265,272938593
chains1_4,3,resident1,1,0,0,400,16,27082,10.479469759,320.192078161,0,272938671,272938953
chains1_4,4,resident1,1,0,0,400,16,31646,10.462522910,320.710714707,0,272939046,272939375
chains1_4,5,resident4,4,0,0,400,16,29348,11.074178820,302.997021688,0,272939453,272939781
chains1_4,6,resident4,4,0,0,400,16,28410,11.083174938,302.751081585,0,272939859,272940187
chains1_4,7,resident1,1,0,0,400,16,31153,10.464963246,320.635927824,0,272940265,272940593
chains2_4,0,resident2,2,0,0,400,16,30258,10.966653447,305.967833871,0,272940687,272941015
chains2_4,1,resident4,4,0,0,400,16,26282,11.105889963,302.131860775,0,272941093,272941375
chains2_4,2,resident4,4,0,0,400,16,30053,11.100189665,302.287015023,0,272941468,272941796
chains2_4,3,resident2,2,0,0,400,16,29963,11.000100123,305.037514416,0,272941890,272942218
chains2_4,4,resident2,2,0,0,400,16,28861,10.993243477,305.227770759,0,272942296,272942625
chains2_4,5,resident4,4,0,0,400,16,29963,11.108734105,302.054506676,0,272942703,272943046
chains2_4,6,resident4,4,0,0,400,16,28051,11.107661046,302.083686756,0,272943125,272943437
chains2_4,7,resident2,2,0,0,400,16,29762,10.996472011,305.138156725,0,272943515,272943843
chains4_8,0,resident4,4,0,0,400,16,27875,11.104251121,302.176451470,0,272943937,272944234
chains4_8,1,resident8,8,0,0,400,16,24025,11.400124870,294.333898820,0,272944312,272944593
chains4_8,2,resident8,8,0,0,400,16,29412,11.403202774,294.254453454,0,272944671,272945015
chains4_8,3,resident4,4,0,0,400,16,29851,11.094301698,302.447444752,0,272945093,272945437
chains4_8,4,resident4,4,0,0,400,16,29963,11.107565998,302.086271698,0,272945515,272945843
chains4_8,5,resident8,8,0,0,400,16,28923,11.391245721,294.563323632,0,272945937,272946265
chains4_8,6,resident8,8,0,0,400,16,26491,11.409535314,294.091135852,0,272946343,272946656
chains4_8,7,resident4,4,0,0,400,16,25142,11.114390263,301.900789923,0,272946718,272947000
chains4_16,0,resident4,4,0,0,400,16,27836,11.101235810,302.258528465,0,272947078,272947390
chains4_16,1,resident16,16,0,0,400,16,20461,15.004203118,223.633549452,0,272947484,272947781
chains4_16,2,resident16,16,0,0,400,16,26473,15.098553243,222.236074279,0,272947890,272948281
chains4_16,3,resident4,4,0,0,400,16,27379,11.111508821,301.979079004,0,272948375,272948671
chains4_16,4,resident4,4,0,0,400,16,29028,11.109239355,302.040769196,0,272948750,272949078
chains4_16,5,resident16,16,0,0,400,16,27473,15.407126997,217.785132852,0,272949187,272949609
chains4_16,6,resident16,16,0,0,400,16,23433,15.177826143,221.075348240,0,272949703,272950062
chains4_16,7,resident4,4,0,0,400,16,28965,11.113861557,301.915151883,0,272950140,272950468
