phase,frame,start_tick,end_tick,wall_ms
2,55,198065046,198065062,12.825000000
2,56,198065062,198065078,12.993000000
2,57,198065078,198065093,12.887000000
2,58,198065093,198065109,12.877000000
2,59,198065109,198065109,13.030000000
2,60,198065109,198065125,12.815000000
2,61,198065125,198065140,12.892000000
2,62,198065140,198065156,12.842000000
2,63,198065156,198065171,12.827000000
2,64,198065171,198065187,12.913000000
2,65,198065187,198065187,12.876000000
2,66,198065187,198065203,12.936000000
2,67,198065203,198065218,12.716000000
2,68,198065218,198065234,12.898000000
2,69,198065234,198065250,12.915000000
2,70,198065250,198065250,12.804000000
2,71,198065250,198065265,12.988000000
2,72,198065265,198065281,12.909000000
2,73,198065281,198065296,12.921000000
2,74,198065296,198065312,12.891000000
2,75,198065312,198065328,12.964000000
2,76,198065328,198065328,12.849000000
2,77,198065328,198065343,12.890000000
2,78,198065343,198065359,12.902000000
2,79,198065359,198065375,12.812000000
2,80,198065375,198065390,12.796000000
2,81,198065390,198065406,12.864000000
2,82,198065406,198065406,12.839000000
2,83,198065406,198065421,12.805000000
2,84,198065421,198065437,12.812000000
2,85,198065437,198065453,12.733000000
2,86,198065453,198065468,12.755000000
2,87,198065468,198065468,12.824000000
2,88,198065468,198065484,12.853000000
2,89,198065484,198065500,12.834000000
2,90,198065500,198065515,12.887000000
2,91,198065515,198065531,12.751000000
2,92,198065531,198065546,12.865000000
2,93,198065546,198065546,12.790000000
2,94,198065546,198065562,12.848000000
2,95,198065562,198065578,12.830000000
2,96,198065578,198065593,12.908000000
2,97,198065593,198065609,12.779000000
2,98,198065609,198065609,12.773000000
2,99,198065609,198065625,12.759000000
3,0,198065640,198065656,23.656000000
3,1,198065656,198065687,23.089000000
3,2,198065687,198065703,23.343000000
3,3,198065703,198065734,23.602000000
3,4,198065734,198065750,23.130000000
3,5,198065750,198065781,23.061000000
3,6,198065781,198065796,23.438000000
3,7,198065796,198065828,23.361000000
4,0,198065828,198065843,12.738000000
4,1,198065843,198065859,12.326000000
4,2,198065859,198065859,12.293000000
4,3,198065859,198065875,12.243000000
4,4,198065875,198065890,12.223000000
4,5,198065890,198065906,12.313000000
4,6,198065906,198065921,12.353000000
4,7,198065921,198065921,12.518000000
4,8,198065921,198065937,12.754000000
4,9,198065937,198065953,12.762000000
4,10,198065953,198065968,12.810000000
4,11,198065968,198065984,12.803000000
4,12,198065984,198066000,12.829000000
4,13,198066000,198066000,12.777000000
4,14,198066000,198066015,12.769000000
4,15,198066015,198066031,12.806000000
4,16,198066031,198066046,12.782000000
4,17,198066046,198066062,12.794000000
4,18,198066062,198066062,12.789000000
4,19,198066062,198066078,12.807000000
4,20,198066078,198066093,12.795000000
4,21,198066093,198066109,12.819000000
4,22,198066109,198066125,12.871000000
4,23,198066125,198066140,12.788000000
4,24,198066140,198066140,12.800000000
4,25,198066140,198066156,12.809000000
4,26,198066156,198066171,12.813000000
4,27,198066171,198066187,12.792000000
4,28,198066187,198066203,12.831000000
4,29,198066203,198066203,12.799000000
4,30,198066203,198066218,12.804000000
4,31,198066218,198066234,12.903000000
4,32,198066234,198066250,12.980000000
4,33,198066250,198066265,12.919000000
4,34,198066265,198066281,13.019000000
4,35,198066281,198066281,12.894000000
4,36,198066281,198066296,12.932000000
4,37,198066296,198066312,12.916000000
4,38,198066312,198066328,12.895000000
4,39,198066328,198066343,12.843000000
4,40,198066343,198066359,12.868000000
4,41,198066359,198066359,12.812000000
4,42,198066359,198066375,12.915000000
4,43,198066375,198066390,12.940000000
4,44,198066390,198066406,12.789000000
4,45,198066406,198066421,12.758000000
4,46,198066421,198066421,12.874000000
4,47,198066421,198066437,12.776000000
4,48,198066437,198066453,12.822000000
4,49,198066453,198066468,12.857000000
4,50,198066468,198066484,12.864000000
4,51,198066484,198066500,12.806000000
4,52,198066500,198066500,12.881000000
4,53,198066500,198066515,12.741000000
4,54,198066515,198066531,12.836000000
4,55,198066531,198066546,12.829000000
4,56,198066546,198066562,12.788000000
4,57,198066562,198066578,12.807000000
4,58,198066578,198066578,12.836000000
4,59,198066578,198066593,12.839000000
4,60,198066593,198066609,12.764000000
4,61,198066609,198066625,12.769000000
4,62,198066625,198066640,12.797000000
4,63,198066640,198066640,12.793000000
4,64,198066640,198066656,12.826000000
4,65,198066656,198066671,12.808000000
4,66,198066671,198066687,12.742000000
4,67,198066687,198066703,12.811000000
4,68,198066703,198066718,12.896000000
4,69,198066718,198066718,12.808000000
4,70,198066718,198066734,12.797000000
4,71,198066734,198066750,12.808000000
4,72,198066750,198066765,12.836000000
4,73,198066765,198066781,12.768000000
4,74,198066781,198066781,12.840000000
4,75,198066781,198066796,12.810000000
4,76,198066796,198066812,12.872000000
4,77,198066812,198066828,12.822000000
4,78,198066828,198066843,12.748000000
4,79,198066843,198066859,12.826000000
4,80,198066859,198066859,12.912000000
4,81,198066859,198066875,12.753000000
4,82,198066875,198066890,13.105000000
4,83,198066890,198066906,12.764000000
4,84,198066906,198066921,12.727000000
4,85,198066921,198066921,12.791000000
4,86,198066921,198066937,12.775000000
4,87,198066937,198066953,12.852000000
4,88,198066953,198066968,12.873000000
4,89,198066968,198066984,12.746000000
4,90,198066984,198067000,12.770000000
4,91,198067000,198067000,12.821000000
4,92,198067000,198067015,12.802000000
4,93,198067015,198067031,12.760000000
4,94,198067031,198067046,12.793000000
4,95,198067046,198067062,12.779000000
4,96,198067062,198067078,12.827000000
4,97,198067078,198067078,12.822000000
4,98,198067078,198067093,12.816000000
4,99,198067093,198067109,12.829000000
