frame,end_tick_ms,wall_ms
113,171443515,18.705000000
114,171443531,18.640000000
115,171443546,18.667000000
116,171443562,18.527000000
117,171443593,18.674000000
118,171443609,18.703000000
119,171443625,18.670000000
120,171443640,18.610000000
121,171443671,18.787000000
122,171443687,18.639000000
123,171443703,18.479000000
124,171443718,18.693000000
125,171443734,18.526000000
126,171443765,18.568000000
127,171443781,18.586000000
128,171443796,18.692000000
129,171443812,18.622000000
130,171443843,18.653000000
131,171443859,18.687000000
132,171443875,18.726000000
133,171443890,18.471000000
134,171443906,18.487000000
135,171443937,18.671000000
136,171443953,18.651000000
137,171443968,18.606000000
138,171443984,18.809000000
139,171444015,18.573000000
140,171444031,18.796000000
141,171444046,18.626000000
142,171444062,18.749000000
143,171444078,18.779000000
144,171444109,18.567000000
145,171444125,18.860000000
146,171444140,18.568000000
147,171444156,18.622000000
148,171444187,18.611000000
149,171444203,18.761000000
150,171444218,18.808000000
151,171444234,18.724000000
152,171444250,18.599000000
153,171444281,18.599000000
154,171444296,19.058000000
155,171444312,18.616000000
156,171444328,18.824000000
157,171444359,18.720000000
158,171444375,18.794000000
159,171444390,18.721000000
160,171444406,18.605000000
161,171444421,18.477000000
162,171444453,18.738000000
163,171444468,18.634000000
164,171444484,18.655000000
165,171444500,18.614000000
166,171444531,18.773000000
167,171444546,18.580000000
168,171444562,18.795000000
169,171444578,18.998000000
170,171444593,18.644000000
171,171444625,18.719000000
172,171444640,18.752000000
173,171444656,18.785000000
174,171444671,18.519000000
175,171444703,18.733000000
176,171444718,18.671000000
177,171444734,18.706000000
178,171444750,18.779000000
179,171444781,18.930000000
180,171444796,18.713000000
181,171444812,18.737000000
182,171444828,18.593000000
183,171444843,18.935000000
184,171444875,18.873000000
185,171444890,18.503000000
186,171444906,18.615000000
187,171444921,18.726000000
188,171444953,18.597000000
189,171444968,18.797000000
190,171444984,18.795000000
191,171445000,18.859000000
192,171445015,18.485000000
193,171445046,18.755000000
194,171445062,18.777000000
195,171445078,18.857000000
196,171445093,18.803000000
197,171445125,18.726000000
198,171445140,18.744000000
199,171445156,18.631000000
200,171445171,18.749000000
201,171445187,18.604000000
202,171445218,18.673000000
203,171445234,19.023000000
204,171445250,18.736000000
205,171445265,18.658000000
206,171445296,18.613000000
207,171445312,18.761000000
208,171445328,18.546000000
209,171445343,18.540000000
210,171445359,18.708000000
211,171445390,18.696000000
212,171445406,18.480000000
213,171445421,18.551000000
214,171445437,18.942000000
215,171445468,18.595000000
216,171445484,18.764000000
217,171445500,18.829000000
218,171445515,18.516000000
219,171445531,18.489000000
220,171445562,18.689000000
221,171445578,18.651000000
222,171445593,18.683000000
223,171445609,18.791000000
224,171445640,18.966000000
225,171445656,18.584000000
226,171445671,18.610000000
227,171445687,18.680000000
228,171445703,18.646000000
229,171445734,18.700000000
230,171445750,18.626000000
231,171445765,18.864000000
232,171445781,18.773000000
233,171445812,18.698000000
234,171445828,18.650000000
235,171445843,18.669000000
236,171445859,18.533000000
237,171445875,18.674000000
238,171445906,18.774000000
239,171445921,18.764000000
240,171445937,18.630000000
241,171445953,18.670000000
242,171445984,18.629000000
243,171446000,18.573000000
244,171446015,18.827000000
245,171446031,18.762000000
246,171446046,18.747000000
247,171446078,18.619000000
248,171446093,18.630000000
249,171446109,18.691000000
250,171446125,18.707000000
251,171446156,18.758000000
252,171446171,18.679000000
253,171446187,18.628000000
254,171446203,18.570000000
255,171446218,18.696000000
256,171446250,18.531000000
257,171446265,18.731000000
258,171446281,18.656000000
259,171446296,18.958000000
260,171446328,18.565000000
261,171446343,18.862000000
262,171446359,18.569000000
263,171446375,18.629000000
264,171446390,18.611000000
265,171446421,18.824000000
266,171446437,18.628000000
267,171446453,18.775000000
268,171446468,18.645000000
269,171446500,18.852000000
270,171446515,18.657000000
271,171446531,18.618000000
272,171446546,18.820000000
273,171446578,18.541000000
274,171446593,18.681000000
275,171446609,18.626000000
276,171446625,18.703000000
277,171446640,18.587000000
278,171446671,19.003000000
279,171446687,18.761000000
280,171446703,18.628000000
281,171446718,18.759000000
282,171446750,18.773000000
283,171446765,18.641000000
284,171446781,18.706000000
285,171446796,18.741000000
286,171446812,18.725000000
287,171446843,18.729000000
288,171446859,18.667000000
289,171446875,18.710000000
290,171446890,18.602000000
291,171446921,18.751000000
292,171446937,18.799000000
293,171446953,19.081000000
294,171446968,18.658000000
295,171446984,18.639000000
296,171447015,18.739000000
297,171447031,18.592000000
298,171447046,18.743000000
299,171447062,18.604000000
300,171447093,18.692000000
301,171447109,18.473000000
302,171447125,18.851000000
303,171447140,18.667000000
304,171447156,18.600000000
305,171447187,18.637000000
306,171447203,18.837000000
307,171447218,18.773000000
308,171447234,18.697000000
309,171447265,18.754000000
310,171447281,18.909000000
311,171447296,18.728000000
312,171447312,18.747000000
313,171447343,18.873000000
314,171447359,18.903000000
315,171447375,18.577000000
316,171447390,18.750000000
317,171447406,18.700000000
318,171447437,18.578000000
319,171447453,18.754000000
320,171447468,18.720000000
321,171447484,18.678000000
322,171447515,18.680000000
323,171447531,18.760000000
324,171447546,18.721000000
325,171447562,18.603000000
326,171447578,18.622000000
327,171447609,18.705000000
328,171447625,18.653000000
329,171447640,18.582000000
330,171447656,18.634000000
331,171447671,18.653000000
332,171447703,18.560000000
333,171447718,18.730000000
334,171447734,18.876000000
335,171447750,18.880000000
336,171447781,18.603000000
337,171447796,18.568000000
338,171447812,18.546000000
339,171447828,18.641000000
340,171447843,18.865000000
341,171447875,18.871000000
342,171447890,18.588000000
343,171447906,18.638000000
344,171447921,18.723000000
345,171447953,18.674000000
346,171447968,18.962000000
347,171447984,18.642000000
348,171448000,18.935000000
349,171448031,18.590000000
350,171448046,18.757000000
351,171448062,18.883000000
352,171448078,18.661000000
353,171448093,18.609000000
354,171448125,18.700000000
355,171448140,18.613000000
356,171448156,18.661000000
357,171448171,18.742000000
358,171448203,18.590000000
359,171448218,18.964000000
360,171448234,18.641000000
361,171448250,18.591000000
362,171448265,18.682000000
363,171448296,18.610000000
364,171448312,18.606000000
365,171448328,18.612000000
366,171448343,18.620000000
367,171448359,18.542000000
368,171448390,18.904000000
369,171448406,19.039000000
370,171448421,18.639000000
371,171448437,18.742000000
372,171448468,18.607000000
373,171448484,18.693000000
374,171448500,18.734000000
375,171448515,18.652000000
376,171448546,18.579000000
377,171448562,18.575000000
378,171448578,18.704000000
379,171448593,18.689000000
380,171448609,18.740000000
381,171448640,18.875000000
382,171448656,18.629000000
383,171448671,18.547000000
384,171448687,18.592000000
385,171448718,18.718000000
386,171448734,18.786000000
387,171448750,18.613000000
388,171448765,18.663000000
389,171448781,18.504000000
390,171448812,18.868000000
391,171448828,18.788000000
392,171448843,18.743000000
393,171448859,18.863000000
394,171448890,18.570000000
395,171448906,18.783000000
396,171448921,18.519000000
397,171448937,18.610000000
398,171448953,18.673000000
399,171448984,18.772000000
400,171449000,18.750000000
401,171449015,18.574000000
402,171449031,18.908000000
403,171449062,18.629000000
404,171449078,18.743000000
405,171449093,18.969000000
406,171449109,18.540000000
407,171449125,18.613000000
408,171449156,18.548000000
409,171449171,19.074000000
410,171449187,18.701000000
411,171449203,18.585000000
412,171449218,18.593000000
413,171449250,18.594000000
414,171449265,18.870000000
415,171449281,18.526000000
416,171449296,18.706000000
417,171449328,18.616000000
418,171449343,18.764000000
419,171449359,18.797000000
420,171449375,18.613000000
421,171449406,18.666000000
422,171449421,18.685000000
423,171449437,18.702000000
424,171449453,18.818000000
425,171449468,18.791000000
426,171449500,18.757000000
427,171449515,18.499000000
428,171449531,18.669000000
429,171449546,18.671000000
430,171449562,18.741000000
431,171449593,18.719000000
432,171449609,18.707000000
433,171449625,18.817000000
434,171449640,18.721000000
435,171449671,18.842000000
436,171449687,18.674000000
437,171449703,18.610000000
438,171449718,18.676000000
439,171449750,18.657000000
440,171449765,18.723000000
441,171449781,18.727000000
442,171449796,18.598000000
443,171449812,18.692000000
444,171449843,18.749000000
445,171449859,18.693000000
446,171449875,18.619000000
447,171449890,18.616000000
448,171449906,18.716000000
449,171449937,18.569000000
450,171449953,18.778000000
451,171449968,18.858000000
452,171449984,18.690000000
453,171450015,18.571000000
454,171450031,18.619000000
455,171450046,18.540000000
456,171450062,19.108000000
457,171450093,18.859000000
458,171450109,18.611000000
459,171450125,18.647000000
460,171450140,18.636000000
461,171450156,18.621000000
462,171450187,18.585000000
463,171450203,18.840000000
464,171450218,18.736000000
465,171450234,18.556000000
466,171450265,18.592000000
467,171450281,18.638000000
468,171450296,18.662000000
469,171450312,18.560000000
470,171450328,18.675000000
471,171450359,18.543000000
472,171450375,18.710000000
473,171450390,18.553000000
474,171450406,18.679000000
475,171450421,18.496000000
476,171450453,18.659000000
477,171450468,18.540000000
478,171450484,18.554000000
479,171450500,18.809000000
480,171450531,18.722000000
481,171450546,18.853000000
482,171450562,18.724000000
483,171450578,18.649000000
484,171450593,18.643000000
485,171450625,18.739000000
486,171450640,18.818000000
487,171450656,18.711000000
488,171450671,18.812000000
489,171450703,18.576000000
490,171450718,18.578000000
491,171450734,18.600000000
492,171450750,18.940000000
493,171450765,18.906000000
494,171450796,18.559000000
495,171450812,18.740000000
496,171450828,18.637000000
497,171450843,19.009000000
498,171450875,18.546000000
499,171450890,18.811000000
500,171450906,18.581000000
501,171450921,18.701000000
502,171450953,18.595000000
503,171450968,18.652000000
504,171450984,18.900000000
505,171451000,19.037000000
506,171451015,18.609000000
507,171451046,18.688000000
508,171451062,18.689000000
509,171451078,18.705000000
510,171451093,18.610000000
511,171451125,18.604000000
512,171451140,18.835000000
513,171451156,18.889000000
514,171451171,18.577000000
515,171451187,18.708000000
516,171451218,18.667000000
517,171451234,18.708000000
518,171451250,18.721000000
519,171451265,18.628000000
520,171451296,18.571000000
521,171451312,18.592000000
522,171451328,18.775000000
523,171451343,18.647000000
524,171451359,18.726000000
525,171451390,18.815000000
526,171451406,18.792000000
527,171451421,18.789000000
528,171451437,18.649000000
529,171451468,18.767000000
530,171451484,18.564000000
531,171451500,18.620000000
532,171451515,18.705000000
533,171451531,18.951000000
534,171451562,18.655000000
535,171451578,18.702000000
536,171451593,18.926000000
537,171451609,18.789000000
538,171451640,18.924000000
539,171451656,18.837000000
540,171451671,18.651000000
541,171451687,18.638000000
542,171451718,18.776000000
543,171451734,18.644000000
544,171451750,18.879000000
545,171451765,18.771000000
546,171451781,18.661000000
547,171451812,18.625000000
548,171451828,18.694000000
549,171451843,18.708000000
550,171451859,18.647000000
551,171451890,18.743000000
552,171451906,18.874000000
553,171451921,18.714000000
554,171451937,18.608000000
555,171451953,18.511000000
556,171451984,18.675000000
557,171452000,18.587000000
558,171452015,18.785000000
559,171452031,18.744000000
560,171452062,18.679000000
561,171452078,18.800000000
562,171452093,18.637000000
563,171452109,18.899000000
564,171452125,18.800000000
565,171452156,18.620000000
566,171452171,18.634000000
567,171452187,18.560000000
568,171452203,18.740000000
569,171452234,18.724000000
570,171452250,18.947000000
571,171452265,18.750000000
572,171452281,18.687000000
573,171452296,18.864000000
574,171452328,18.643000000
575,171452343,18.660000000
576,171452359,18.759000000
577,171452375,18.862000000
578,171452406,18.862000000
579,171452421,18.601000000
580,171452437,18.699000000
581,171452453,18.627000000
582,171452484,18.733000000
583,171452500,18.625000000
584,171452515,18.652000000
585,171452531,18.766000000
586,171452546,18.637000000
587,171452578,18.849000000
588,171452593,18.528000000
589,171452609,18.638000000
590,171452625,18.728000000
591,171452640,18.498000000
592,171452671,18.549000000
593,171452687,18.756000000
594,171452703,18.689000000
595,171452718,18.638000000
596,171452750,18.596000000
597,171452765,18.844000000
598,171452781,18.685000000
599,171452796,18.855000000
600,171452812,18.532000000
601,171452843,18.729000000
602,171452859,18.687000000
603,171452875,18.794000000
604,171452890,18.767000000
605,171452921,18.647000000
606,171452937,18.556000000
607,171452953,19.025000000
608,171452968,18.695000000
609,171452984,18.621000000
610,171453015,18.741000000
611,171453031,18.954000000
612,171453046,18.804000000
613,171453062,18.564000000
614,171453093,18.910000000
615,171453109,18.510000000
616,171453125,18.678000000
617,171453140,18.742000000
618,171453156,18.924000000
619,171453187,18.870000000
620,171453203,18.985000000
621,171453218,18.867000000
622,171453234,18.591000000
623,171453265,18.730000000
624,171453281,18.721000000
625,171453296,18.877000000
626,171453312,18.587000000
627,171453343,18.738000000
628,171453359,18.863000000
629,171453375,18.745000000
630,171453390,18.685000000
631,171453406,18.758000000
632,171453437,18.738000000
633,171453453,18.744000000
634,171453468,18.676000000
635,171453484,18.920000000
636,171453515,18.500000000
637,171453531,18.752000000
638,171453546,18.830000000
639,171453562,18.745000000
640,171453578,18.880000000
641,171453609,18.626000000
642,171453625,18.717000000
643,171453640,18.668000000
644,171453656,18.649000000
645,171453687,18.937000000
646,171453703,18.688000000
647,171453718,18.592000000
648,171453734,18.614000000
649,171453765,18.569000000
650,171453781,18.546000000
651,171453796,18.706000000
652,171453812,18.834000000
653,171453828,18.587000000
654,171453859,18.887000000
655,171453875,18.642000000
656,171453890,18.777000000
657,171453906,18.610000000
658,171453937,19.903000000
659,171453953,18.560000000
660,171453968,18.643000000
661,171453984,18.865000000
662,171454000,18.750000000
663,171454031,18.775000000
664,171454046,18.588000000
665,171454062,18.729000000
666,171454078,18.847000000
667,171454109,18.555000000
668,171454125,18.665000000
669,171454140,18.710000000
670,171454156,18.653000000
671,171454187,18.723000000
672,171454203,18.623000000
673,171454218,18.761000000
674,171454234,18.686000000
675,171454250,18.637000000
676,171454281,18.672000000
677,171454296,18.713000000
678,171454312,18.616000000
679,171454328,18.718000000
680,171454343,18.711000000
681,171454375,19.022000000
682,171454390,19.050000000
683,171454406,18.770000000
684,171454421,18.677000000
685,171454453,18.564000000
686,171454468,18.781000000
687,171454484,18.651000000
688,171454500,18.621000000
689,171454531,18.697000000
690,171454546,18.804000000
691,171454562,18.660000000
692,171454578,18.682000000
693,171454593,18.930000000
694,171454625,18.797000000
695,171454640,18.736000000
696,171454656,18.595000000
697,171454671,18.597000000
698,171454703,18.637000000
699,171454718,18.615000000
700,171454734,18.944000000
701,171454750,18.651000000
702,171454765,19.048000000
703,171454796,18.765000000
704,171454812,18.634000000
705,171454828,18.656000000
706,171454843,18.748000000
707,171454875,18.939000000
708,171454890,18.794000000
709,171454906,18.711000000
710,171454921,18.624000000
711,171454937,18.677000000
712,171454968,18.577000000
713,171454984,18.823000000
714,171455000,18.821000000
715,171455015,18.678000000
716,171455046,18.747000000
717,171455062,18.802000000
718,171455078,18.662000000
719,171455093,18.853000000
720,171455125,18.769000000
721,171455140,18.761000000
722,171455156,18.679000000
723,171455171,18.930000000
724,171455187,18.796000000
725,171455218,18.778000000
726,171455234,18.708000000
727,171455250,18.733000000
728,171455265,18.668000000
729,171455296,18.699000000
730,171455312,18.691000000
731,171455328,18.757000000
732,171455343,18.737000000
733,171455359,18.600000000
734,171455390,18.810000000
735,171455406,18.905000000
736,171455421,18.644000000
737,171455437,18.678000000
738,171455468,18.650000000
739,171455484,18.758000000
740,171455500,18.813000000
741,171455515,18.730000000
742,171455531,18.770000000
743,171455562,18.745000000
744,171455578,18.731000000
745,171455593,18.678000000
746,171455609,18.595000000
747,171455640,18.707000000
748,171455656,18.894000000
749,171455671,18.641000000
750,171455687,18.574000000
751,171455718,18.888000000
752,171455734,18.704000000
753,171455750,18.670000000
754,171455765,18.674000000
755,171455781,18.663000000
756,171455812,18.675000000
757,171455828,18.697000000
758,171455843,18.668000000
759,171455859,18.724000000
760,171455875,18.692000000
761,171455906,18.753000000
762,171455921,18.722000000
763,171455937,18.653000000
764,171455953,18.617000000
765,171455984,18.799000000
766,171456000,18.612000000
767,171456015,18.771000000
768,171456031,18.909000000
769,171456062,19.040000000
770,171456078,18.700000000
771,171456093,18.802000000
772,171456109,18.780000000
773,171456125,18.683000000
774,171456156,18.600000000
775,171456171,18.668000000
776,171456187,18.652000000
777,171456203,18.528000000
778,171456234,18.826000000
779,171456250,18.805000000
780,171456265,18.834000000
781,171456281,18.638000000
782,171456296,18.673000000
783,171456328,18.599000000
784,171456343,18.591000000
785,171456359,18.694000000
786,171456375,18.655000000
787,171456406,18.646000000
788,171456421,18.763000000
789,171456437,18.899000000
790,171456453,18.640000000
791,171456468,18.691000000
792,171456500,18.604000000
793,171456515,18.714000000
794,171456531,18.763000000
795,171456546,18.952000000
796,171456578,18.837000000
797,171456593,18.681000000
798,171456609,18.675000000
799,171456625,18.643000000
800,171456640,18.545000000
801,171456671,18.836000000
802,171456687,18.752000000
803,171456703,18.797000000
804,171456718,18.838000000
805,171456750,18.803000000
806,171456765,18.792000000
807,171456781,18.739000000
808,171456796,18.756000000
809,171456828,18.724000000
810,171456843,18.516000000
811,171456859,18.705000000
812,171456875,18.793000000
813,171456890,18.743000000
814,171456921,18.741000000
815,171456937,18.708000000
816,171456953,18.834000000
817,171456968,18.749000000
818,171457000,18.853000000
819,171457015,18.818000000
820,171457031,18.959000000
821,171457046,18.697000000
822,171457062,18.632000000
823,171457093,18.832000000
824,171457109,18.681000000
825,171457125,18.693000000
826,171457140,18.830000000
827,171457171,18.622000000
828,171457187,18.647000000
829,171457203,18.690000000
830,171457218,18.777000000
831,171457234,18.703000000
832,171457265,18.819000000
833,171457281,18.734000000
834,171457296,18.758000000
835,171457312,18.894000000
836,171457343,18.899000000
837,171457359,18.907000000
838,171457375,18.664000000
839,171457390,18.646000000
840,171457421,18.754000000
841,171457437,18.781000000
842,171457453,18.712000000
843,171457468,18.809000000
844,171457484,18.716000000
845,171457515,18.662000000
846,171457531,18.649000000
847,171457546,18.768000000
848,171457562,18.603000000
849,171457593,18.917000000
850,171457609,18.778000000
851,171457625,18.634000000
852,171457640,18.685000000
853,171457656,18.775000000
854,171457687,18.912000000
855,171457703,18.707000000
856,171457718,18.691000000
857,171457734,18.922000000
858,171457765,18.616000000
859,171457781,18.739000000
860,171457796,18.705000000
861,171457812,18.804000000
862,171457828,18.654000000
863,171457859,18.678000000
864,171457875,18.808000000
865,171457890,18.632000000
866,171457906,18.686000000
867,171457937,18.759000000
868,171457953,18.847000000
869,171457968,18.791000000
870,171457984,18.973000000
871,171458015,18.800000000
872,171458031,18.666000000
873,171458046,18.711000000
874,171458062,18.907000000
875,171458078,18.764000000
876,171458109,18.676000000
877,171458125,18.618000000
878,171458140,18.788000000
879,171458156,18.693000000
880,171458187,18.736000000
881,171458203,18.861000000
882,171458218,18.855000000
883,171458234,18.811000000
884,171458250,18.599000000
885,171458281,18.750000000
886,171458296,18.956000000
887,171458312,18.623000000
888,171458328,18.947000000
889,171458359,18.863000000
890,171458375,19.048000000
891,171458390,18.795000000
892,171458406,18.642000000
893,171458437,18.580000000
894,171458453,19.166000000
895,171458468,18.783000000
896,171458484,18.624000000
897,171458500,18.762000000
898,171458531,18.669000000
899,171458546,18.687000000
900,171458562,18.680000000
901,171458578,18.901000000
902,171458609,18.999000000
903,171458625,18.783000000
904,171458640,18.663000000
905,171458656,18.708000000
906,171458671,18.712000000
907,171458703,18.979000000
908,171458718,18.911000000
909,171458734,18.958000000
910,171458750,18.876000000
911,171458781,18.778000000
912,171458796,18.610000000
913,171458812,18.824000000
914,171458828,18.833000000
915,171458859,18.743000000
916,171458875,18.850000000
917,171458890,18.636000000
918,171458906,18.780000000
919,171458937,18.683000000
920,171458953,18.559000000
921,171458968,18.610000000
922,171458984,18.711000000
923,171459000,18.647000000
924,171459031,18.656000000
925,171459046,18.912000000
926,171459062,18.916000000
927,171459078,18.651000000
928,171459109,18.688000000
929,171459125,18.717000000
930,171459140,18.668000000
931,171459156,18.664000000
932,171459171,18.684000000
933,171459203,18.745000000
934,171459218,18.860000000
935,171459234,18.872000000
936,171459250,18.919000000
937,171459281,18.688000000
938,171459296,18.700000000
939,171459312,18.851000000
940,171459328,18.733000000
941,171459343,18.802000000
942,171459375,18.575000000
943,171459390,18.881000000
944,171459406,18.716000000
945,171459421,18.788000000
946,171459453,18.762000000
947,171459468,18.690000000
948,171459484,18.893000000
949,171459500,18.730000000
950,171459531,18.926000000
951,171459546,18.526000000
952,171459562,18.790000000
953,171459578,18.978000000
954,171459593,18.842000000
955,171459625,18.777000000
956,171459640,18.708000000
957,171459656,18.863000000
958,171459671,18.691000000
959,171459703,18.757000000
960,171459718,18.735000000
961,171459734,18.702000000
962,171459750,18.763000000
963,171459781,18.953000000
964,171459796,18.704000000
965,171459812,18.701000000
966,171459828,18.658000000
967,171459843,18.920000000
968,171459875,18.651000000
969,171459890,18.699000000
970,171459906,18.782000000
971,171459921,18.681000000
972,171459953,18.673000000
973,171459968,18.737000000
974,171459984,18.839000000
975,171460000,18.804000000
976,171460015,18.747000000
977,171460046,18.756000000
978,171460062,18.746000000
979,171460078,18.686000000
980,171460093,18.958000000
981,171460125,18.943000000
982,171460140,18.697000000
983,171460156,18.637000000
984,171460171,18.743000000
985,171460203,18.735000000
986,171460218,18.756000000
987,171460234,18.759000000
988,171460250,18.587000000
989,171460265,18.606000000
990,171460296,18.867000000
991,171460312,18.700000000
992,171460328,18.611000000
993,171460343,18.714000000
994,171460375,18.706000000
995,171460390,18.722000000
996,171460406,18.901000000
997,171460421,18.747000000
998,171460437,18.738000000
999,171460468,18.849000000
